image_location,TimeStamp,Roll,Pitch,Yaw,Mast Roll,Lat,Lon,Alt,GPS Qual,DateTime
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021616121696735.jpeg,1668021616,-178.6088309,-0.862468417,4.616347183,-7.188,42.01448976,-93.76715272,340.021,4,2022-11-09-13-20-16-202
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021616488839428.jpeg,1668021617,-179.2507967,0.116964326,0.918696893,-5.75,42.01448631,-93.76715385,340.026,4,2022-11-09-13-20-16-562
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021616854770419.jpeg,1668021617,179.3075853,-0.822655937,-1.067605698,-8.125,42.01448435,-93.76715277,340.021,4,2022-11-09-13-20-16-947
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021617219990405.jpeg,1668021617,178.8339158,-0.046246667,1.960252873,-9.25,42.01448135,-93.76715187,340.023,4,2022-11-09-13-20-17-297
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021617585979660.jpeg,1668021618,179.677221,0.058551004,2.907290323,-6.813,42.01447872,-93.76715354,340.026,4,2022-11-09-13-20-17-666
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021617954563839.jpeg,1668021618,179.6620657,-0.433649995,5.268140454,-8.562,42.01447669,-93.76715253,340.023,4,2022-11-09-13-20-18-358
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021618322532472.jpeg,1668021618,179.8353067,-0.263955117,9.47085305,-8.125,42.01447375,-93.76715264,340.025,4,2022-11-09-13-20-18-413
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021618686661096.jpeg,1668021619,179.2196298,-0.444353934,8.717140372,-7.875,42.01447116,-93.76715256,340.029,4,2022-11-09-13-20-18-758
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021619056588238.jpeg,1668021619,179.0271945,-0.542565869,5.342456429,-7.875,42.0144683,-93.76715221,340.029,4,2022-11-09-13-20-19-152
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021619425958864.jpeg,1668021620,179.6583009,-0.55083932,5.161111648,-8.562,42.01446622,-93.7671516,340.025,4,2022-11-09-13-20-19-508
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021619794686144.jpeg,1668021620,178.8769208,-0.827223658,4.484726941,-7.813,42.0144638,-93.76715206,340.025,4,2022-11-09-13-20-19-872
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021620163055012.jpeg,1668021620,178.3688,-1.028487432,-1.557161835,-8.625,42.01446108,-93.76715115,340.028,4,2022-11-09-13-20-20-241
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021620532739363.jpeg,1668021621,179.5968622,-0.577992535,-1.96233679,-10.062,42.01445808,-93.76715029,340.025,4,2022-11-09-13-20-20-615
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021620902184899.jpeg,1668021621,179.9239877,-1.239108393,-0.042302074,-7.813,42.01445574,-93.76715169,340.03,4,2022-11-09-13-20-20-967
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021621271183527.jpeg,1668021621,178.5847064,-1.598131518,-0.713556412,-8.937,42.01445369,-93.76715153,340.035,4,2022-11-09-13-20-21-351
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021621638805036.jpeg,1668021622,178.5546859,-0.92328646,0.726801108,-10.812,42.01445065,-93.76715019,340.035,4,2022-11-09-13-20-21-726
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021622005430983.jpeg,1668021622,178.0369666,-1.162713438,2.535656325,-9.125,42.01444827,-93.76715122,340.038,4,2022-11-09-13-20-22-849
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021622376090631.jpeg,1668021622,178.9164574,-0.221514096,2.256839312,-10.312,42.01444505,-93.76715057,340.042,4,2022-11-09-13-20-22-454
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021622746361783.jpeg,1668021623,-179.3262868,-0.918057161,1.401315528,-7.813,42.01444308,-93.76715172,340.049,4,2022-11-09-13-20-22-830
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021623111793419.jpeg,1668021623,179.7097326,-1.26808834,-0.059875221,-8.125,42.01444076,-93.76715192,340.055,4,2022-11-09-13-20-23-189
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021623477841686.jpeg,1668021624,178.5673838,-1.169433108,-1.09904833,-10.125,42.01443783,-93.76715072,340.048,4,2022-11-09-13-20-23-552
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021623843736852.jpeg,1668021624,-179.9433491,-1.432354575,3.321572078,-6.938,42.01443576,-93.76715229,340.057,4,2022-11-09-13-20-23-928
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021624211099123.jpeg,1668021624,-179.7222442,-0.277982448,5.467500466,-7.375,42.01443242,-93.76715268,340.075,4,2022-11-09-13-20-24-293
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021624577527016.jpeg,1668021625,-179.3787252,-0.383309606,2.99021112,-8.062,42.01442979,-93.76715206,340.072,4,2022-11-09-13-20-24-658
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021624943944438.jpeg,1668021625,179.9406404,-1.212807166,2.760302026,-7.813,42.0144283,-93.76715212,340.068,4,2022-11-09-13-20-25-361
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021625314258524.jpeg,1668021625,-179.8552935,-0.349920633,6.376338991,-9,42.01442527,-93.76715161,340.073,4,2022-11-09-13-20-25-393
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021625686658743.jpeg,1668021626,179.6821206,-0.796585281,6.364245328,-7.938,42.01442245,-93.76715204,340.076,4,2022-11-09-13-20-25-761
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021626058459308.jpeg,1668021626,-179.8734289,-0.95624517,4.437655835,-7.938,42.01442024,-93.76715181,340.075,4,2022-11-09-13-20-26-128
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021626430141831.jpeg,1668021627,-178.9620051,0.284346341,3.746463332,-8,42.01441693,-93.76715127,340.077,4,2022-11-09-13-20-26-512
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021626800645209.jpeg,1668021627,179.9245022,-0.045603636,0.36572657,-7.375,42.01441425,-93.7671518,340.079,4,2022-11-09-13-20-26-880
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021627170326146.jpeg,1668021627,178.4033162,-0.03472394,-1.184727485,-10.625,42.01441143,-93.76714977,340.07,4,2022-11-09-13-20-27-257
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021627538879733.jpeg,1668021628,-174.8506029,0.765973459,-1.606467677,-4.188,42.014409,-93.76715241,340.073,4,2022-11-09-13-20-27-621
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021627907401282.jpeg,1668021628,-173.5708305,-0.199983879,0.19179931,0.25,42.01440706,-93.76715634,340.064,4,2022-11-09-13-20-27-977
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021628278514727.jpeg,1668021628,177.7739093,-0.506917504,2.850575221,-10.187,42.0144043,-93.76715038,340.077,4,2022-11-09-13-20-28-357
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021628647961128.jpeg,1668021629,-179.4575844,-1.352448527,6.711369913,-8.875,42.01440272,-93.76715037,340.078,4,2022-11-09-13-20-28-728
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021629018857921.jpeg,1668021629,-177.8692263,-1.332924705,7.989093464,-4.125,42.01439988,-93.7671543,340.08,4,2022-11-09-13-20-29-894
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021629390328960.jpeg,1668021629,178.5320849,-1.013994809,4.057197844,-9.312,42.01439684,-93.76715094,340.095,4,2022-11-09-13-20-29-457
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021629760235884.jpeg,1668021630,-179.1113621,0.310470996,3.006082195,-8.875,42.01439477,-93.76714947,340.091,4,2022-11-09-13-20-29-839
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021630134404215.jpeg,1668021630,-178.719103,-0.258268449,0.832009939,-5.188,42.01439226,-93.76715332,340.095,4,2022-11-09-13-20-30-215
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021630501992791.jpeg,1668021631,-179.596889,-0.392544972,0.243584455,-9.375,42.01438928,-93.7671506,340.102,4,2022-11-09-13-20-30-590
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021630872321708.jpeg,1668021631,-179.8439839,-0.755395112,-0.864384857,-9.5,42.01438669,-93.76715039,340.102,4,2022-11-09-13-20-30-952
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021631244530633.jpeg,1668021631,-177.1609051,-1.386162375,3.214413709,-4.5,42.01438454,-93.76715265,340.102,4,2022-11-09-13-20-31-326
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021631612288040.jpeg,1668021632,179.4766716,-1.120831487,1.803979261,-7.563,42.0143821,-93.76715181,340.114,4,2022-11-09-13-20-31-690
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021631982360908.jpeg,1668021632,-177.9164311,-0.175131737,0.901847703,-7.813,42.01437882,-93.76715159,340.121,4,2022-11-09-13-20-32-620
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021632350643559.jpeg,1668021632,-178.377127,0.072194739,0.244611388,-4.875,42.01437633,-93.76715337,340.119,4,2022-11-09-13-20-32-431
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021632716138946.jpeg,1668021633,-179.4636354,-0.524805251,4.798826993,-7.875,42.01437373,-93.7671518,340.125,4,2022-11-09-13-20-32-785
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021633084723012.jpeg,1668021633,-179.3931879,-0.880074434,6.501348406,-7.75,42.01437117,-93.76715169,340.128,4,2022-11-09-13-20-33-160
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021633452791782.jpeg,1668021634,-178.730788,-1.452062884,4.486427773,-6.688,42.01436926,-93.76715255,340.124,4,2022-11-09-13-20-33-528
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021633822388472.jpeg,1668021634,179.8214207,-0.747606488,4.034401472,-8.812,42.01436592,-93.76715081,340.13,4,2022-11-09-13-20-33-892
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021634192005367.jpeg,1668021634,-179.5119879,-1.010986482,3.698232658,-7.313,42.01436335,-93.76715162,340.136,4,2022-11-09-13-20-34-266
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021634560121194.jpeg,1668021635,-179.8330581,-0.143943459,4.017890612,-6.938,42.01436088,-93.76715186,340.137,4,2022-11-09-13-20-34-637
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021634929171490.jpeg,1668021635,-179.3323118,-0.171022039,4.212965502,-8.125,42.01435796,-93.76715084,340.139,4,2022-11-09-13-20-35-501
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021635299699759.jpeg,1668021635,-179.1976553,-0.570661974,3.312199176,-6.438,42.01435511,-93.76715182,340.142,4,2022-11-09-13-20-35-378
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021635666951772.jpeg,1668021636,-177.9314024,-0.250620111,3.692191883,-6.938,42.01435318,-93.76715126,340.141,4,2022-11-09-13-20-35-750
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021636033720885.jpeg,1668021636,-178.8005637,-0.210002733,2.781011457,-6.563,42.01435062,-93.76715144,340.14,4,2022-11-09-13-20-36-109
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021636403298164.jpeg,1668021636,-179.2905892,-0.914670146,3.005290725,-6.188,42.01434818,-93.76715167,340.145,4,2022-11-09-13-20-36-488
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021636771009635.jpeg,1668021637,-178.7329642,-0.486077671,2.889176248,-7.75,42.01434473,-93.76715038,340.148,4,2022-11-09-13-20-36-842
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021637138847311.jpeg,1668021637,-178.0810332,0.005563932,-0.436778341,-4.188,42.01434291,-93.76715245,340.143,4,2022-11-09-13-20-37-214
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021637506556594.jpeg,1668021638,-178.9597977,-0.366033956,-1.597225219,-6.25,42.01434011,-93.76715129,340.143,4,2022-11-09-13-20-37-603
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021637875171952.jpeg,1668021638,-179.258991,0.062456193,-1.283351005,-6.875,42.01433762,-93.76715118,340.153,4,2022-11-09-13-20-37-955
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021638246563059.jpeg,1668021638,-178.8008028,-1.047087534,3.367282091,-6.375,42.01433471,-93.76715155,340.155,4,2022-11-09-13-20-38-345
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021638613789854.jpeg,1668021639,-179.3730755,-1.049302824,2.683845065,-7.063,42.01433261,-93.76715126,340.154,4,2022-11-09-13-20-38-691
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021638982369660.jpeg,1668021639,-178.3807812,-1.202976927,1.989733586,-6.813,42.01432975,-93.76715125,340.157,4,2022-11-09-13-20-39-769
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021639349816138.jpeg,1668021639,-178.69254,-0.407977398,1.3033085,-6.25,42.0143269,-93.76715177,340.166,4,2022-11-09-13-20-39-435
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021639715831984.jpeg,1668021640,-179.9874955,-0.01317343,0.245108643,-7.5,42.01432381,-93.76715129,340.164,4,2022-11-09-13-20-39-808
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021640081669288.jpeg,1668021640,-178.6456348,-0.380327173,0.87628882,-6.875,42.01432109,-93.76715145,340.169,4,2022-11-09-13-20-40-162
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021640449653984.jpeg,1668021641,-178.9910948,-0.368429301,3.571373046,-7.313,42.01431831,-93.7671513,340.166,4,2022-11-09-13-20-40-547
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021640819778931.jpeg,1668021641,-178.8620429,-0.75028495,6.936956549,-7.188,42.01431598,-93.76715141,340.162,4,2022-11-09-13-20-40-903
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021641186475477.jpeg,1668021641,-179.0164153,-0.172093605,7.288489833,-6.188,42.01431274,-93.76715158,340.166,4,2022-11-09-13-20-41-285
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021641554132829.jpeg,1668021642,-179.3592062,-0.01668436,2.916191777,-6.313,42.01431043,-93.76715161,340.168,4,2022-11-09-13-20-41-640
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021641920134776.jpeg,1668021642,-179.7951317,-0.316877266,2.317831602,-7.563,42.01430764,-93.7671504,340.171,4,2022-11-09-13-20-42-762
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021642288315973.jpeg,1668021642,-179.3537161,-0.258704864,1.498485947,-7.188,42.01430473,-93.76715057,340.165,4,2022-11-09-13-20-42-368
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021642655017630.jpeg,1668021643,-178.9714441,-0.063519858,0.862246919,-6.875,42.01430236,-93.76715081,340.163,4,2022-11-09-13-20-42-739
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021643022298367.jpeg,1668021643,-179.0646308,-0.059308694,-0.225743003,-7.313,42.01429946,-93.76715056,340.166,4,2022-11-09-13-20-43-951
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021643392455711.jpeg,1668021643,-178.7057713,-0.443523386,5.964362636,-7.625,42.01429669,-93.76715055,340.161,4,2022-11-09-13-20-43-461
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021643762554775.jpeg,1668021644,-178.1986798,-0.374791117,4.983737845,-5,42.01429453,-93.76715187,340.162,4,2022-11-09-13-20-43-845
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021644133133851.jpeg,1668021644,-178.8636009,-0.352068664,1.95216193,-5.563,42.01429153,-93.76715154,340.164,4,2022-11-09-13-20-44-214
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021644500736898.jpeg,1668021645,-178.2451418,-0.863501096,2.504216744,-5.813,42.01428882,-93.76715139,340.167,4,2022-11-09-13-20-44-584
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021644869659389.jpeg,1668021645,-179.5086453,-0.248413579,5.802583738,-6.813,42.0142857,-93.76715084,340.17,4,2022-11-09-13-20-44-949
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021645238810960.jpeg,1668021645,-179.9804882,-1.144241438,8.729817696,-6.938,42.01428403,-93.76715074,340.164,4,2022-11-09-13-20-45-319
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021645607247962.jpeg,1668021646,-178.1120852,-0.417576193,9.099049197,-6.188,42.01428057,-93.76715065,340.172,4,2022-11-09-13-20-45-686
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021645976990654.jpeg,1668021646,-178.0888467,-0.800405991,5.503108629,-6.563,42.0142781,-93.76715023,340.173,4,2022-11-09-13-20-46-619
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021646345316884.jpeg,1668021646,179.9233005,-0.666123073,4.369471702,-7.375,42.01427578,-93.76714959,340.177,4,2022-11-09-13-20-46-416
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021646714686961.jpeg,1668021647,-178.969371,-0.081795937,3.673563366,-7,42.01427253,-93.76714939,340.172,4,2022-11-09-13-20-46-786
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021647084502707.jpeg,1668021647,-179.1802855,-0.29713334,4.259919347,-5.813,42.01427029,-93.76715003,340.176,4,2022-11-09-13-20-47-163
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021647454907645.jpeg,1668021648,-179.2400356,-0.710892686,7.469068392,-7.813,42.01426779,-93.76714877,340.175,4,2022-11-09-13-20-47-534
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021647825211622.jpeg,1668021648,-178.4591246,0.143596764,6.718216943,-4.75,42.01426408,-93.76715018,340.181,4,2022-11-09-13-20-47-903
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021648194175365.jpeg,1668021648,-178.5022111,0.286054089,5.098880714,-5.188,42.01426126,-93.76714988,340.182,4,2022-11-09-13-20-48-272
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021648563954116.jpeg,1668021649,-177.9366074,-0.315062084,5.679712619,-7.063,42.01425999,-93.76714854,340.188,4,2022-11-09-13-20-48-641
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021648932090766.jpeg,1668021649,-178.9522723,0.075436082,6.807170712,-5.313,42.01425667,-93.7671495,340.181,4,2022-11-09-13-20-49-105
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021649300859400.jpeg,1668021649,-179.2577055,-1.475267808,0.486412501,-7.188,42.01425411,-93.76714814,340.187,4,2022-11-09-13-20-49-385
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021649671330102.jpeg,1668021650,-178.1641502,0.22045467,-0.717136266,-7.688,42.01425039,-93.76714763,340.187,4,2022-11-09-13-20-49-751
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021650044104892.jpeg,1668021650,-177.2805698,-0.090181124,0.582465429,-4.813,42.01424884,-93.76714912,340.187,4,2022-11-09-13-20-50-114
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021650414334834.jpeg,1668021650,-178.3502319,0.189849742,0.508747474,-5.688,42.01424578,-93.76714895,340.19,4,2022-11-09-13-20-50-493
/media/phenobot3/Extreme SSD/under-canopy-images/Test4/enviratron/a4/1668021650784655515.jpeg,1668021651,-177.9014256,-0.45260601,-0.1210371,-5.75,42.01424284,-93.76714895,340.186,4,2022-11-09-13-20-50-865
